	C3L.00104	C3L.00365	C3L.00674	C3L.00677	C3L.01040	C3L.01043	C3L.01045	C3L.01046	C3L.01048	C3L.01049	C3L.01061	C3L.01142	C3L.01146	C3L.01149	C3L.01154	C3L.01155	C3L.01156	C3L.01157	C3L.01327	C3L.01887	C3L.02465	C3L.02504	C3L.02542	C3L.02642	C3L.02704	C3L.02705	C3L.02707	C3L.02955	C3L.02970	C3L.03260	C3L.03266	C3L.03387	C3L.03390	C3L.03392	C3L.03400	C3L.03405	C3L.03407	C3L.03681	C3L.03727	C3L.03728	C3L.03744	C3L.03748	C3L.03968	C3L.04084	C3N.00661	C3N.00662	C3N.00665	C3N.01192	C3N.01196	C3N.01334	C3N.01364	C3N.01366	C3N.01367	C3N.01368	C3N.01369	C3N.01505	C3N.01515	C3N.01517	C3N.01518	C3N.01798	C3N.01814	C3N.01815	C3N.01816	C3N.01818	C3N.01851	C3N.01852	C3N.01856	C3N.01857	C3N.02181	C3N.02183	C3N.02185	C3N.02186	C3N.02188	C3N.02190	C3N.02255	C3N.02256	C3N.02769	C3N.02770	C3N.02782	C3N.02783	C3N.02784	C3N.02785	C3N.02786	C3N.02788	C3N.03088	C3N.03180	C3N.03182	C3N.03183	C3N.03184	C3N.03186	C3N.03188	C3N.03473
P08183	-0.977272727	-2.766037736	3.303278689	1.846449136	4.311740891	-1.240963855	-3.724683544	-0.401215805	-1.103896104	-2.087619048	-0.866764275	2.968944099	4.008130081	-0.316929134	-2.107692308	1.514893617	1.430693069	1.042283298	3.70754717	0.856589147	0.643776824	-3.437810945	-3.496598639	4.201612903	1.590909091	1.102880658	4.47029703	-0.143911439	-0.066390041	4.044444444	-1.112820513	2.137037037	-1.488235294	1.228956229	-2.960431655	0.053571429	-0.309734513	-0.462068966	-1.822115385	2.627802691	0.721030043	-3.598130841	-1.455525606	-0.94	3.649717514	0.729166667	-3.731132075	-0.76097561	-2.704545455	-2.448051948	1.296089385	-2.903020668	0.939516129	-0.871595331	-2.121323529	-1.306569343	-3.239316239	2.554744526	-1.909502262	3.063414634	-1.710659898	1.886255924	-1.047761194	1.754716981	4.677884615	4.699453552	-0.461538462	2.365187713	-2.023529412	-0.95	0.689473684	-0.783950617	-0.855855856	-1.018518519	-0.946031746	2.010638298	-2.809128631	-1.40952381	-3.929961089	1.514056225	-3.027131783	0.623762376	-2.151832461	1.261589404	1.050704225	-1.591973244	-3.071770335	-1.563953488	2.020057307	1.019047619	4.676855895	-0.367292225
Q9NRK6	-0.281818182	2.550943396	-0.37704918	2.571976967	0.87854251	-1.698795181	-1.632911392	-1.197568389	0.266233766	0.868571429	0.339677892	-0.767080745	-0.508130081	0.145669291	0.178461538	1.727659574	-0.133663366	1.528541226	-0.471698113	-0.244186047	-0.124463519	-1.621890547	-0.87755102	1.084677419	1.727272727	0.765432099	0.024752475	-0.907749077	1.116182573	-0.294444444	1.430769231	1.077777778	-0.735294118	-0.986531987	0.118705036	0.017857143	-0.048672566	-0.1	-0.336538462	-2.748878924	2.090128755	-0.14953271	0.037735849	-1.936	0.892655367	-2.2875	-0.556603774	-1.673170732	-0.257575758	-1.058441558	-1.687150838	-0.168521463	-1.217741935	-2.151750973	-0.580882353	-1.047445255	-1.675213675	-2.361313869	0.683257919	-0.87804878	-0.197969543	-1.251184834	-2.28358209	0.849056604	-0.355769231	0.863387978	1.394230769	0.440273038	0.752941176	0.128571429	1.5	-2.049382716	-2.306306306	-0.842592593	0.482539683	-0.132978723	0.348547718	-1.376190476	0.700389105	-2.34939759	0.348837209	1.877887789	0.691099476	0.125827815	-0.532394366	-0.240802676	1.399521531	-0.947674419	-0.395415473	0.352380952	0.917030568	-1.831099196
Q9NP58	-0.004545455	0.954716981	0.459016393	-0.391554702	-0.125506073	0.333333333	-0.034810127	-0.027355623	-0.616883117	-0.308571429	0.096632504	1.00621118	-0.654471545	0.153543307	1.692307692	-1.280851064	-3.054455446	-0.76744186	-1.683962264	-0.76744186	0.420600858	1.860696517	-0.295918367	0.217741935	0.834710744	1.650205761	-1.371287129	-1.58302583	1.145228216	0.088888889	1.312820513	-1.355555556	-0.355882353	0.71043771	0.838129496	0.665178571	-0.730088496	0.593103448	-0.576923077	-1.412556054	2.090128755	1.289719626	-1.008086253	-0.896	-0.813559322	1.708333333	0.787735849	-0.863414634	1.042929293	-0.597402597	-1.231843575	-0.063593005	1.177419355	1.143968872	0.386029412	0.423357664	0.521367521	0.361313869	-0.846153846	-1.07804878	0.30964467	-3.744075829	0.050746269	-1.146226415	0.899038462	0.775956284	1.78525641	-1.061433447	1.647058824	-1.714285714	-0.878947368	0.654320988	-0.851351351	1.12037037	3.295238095	-1.968085106	2.950207469	1.314285714	2.326848249	0.562248996	-0.120155039	0.458745875	-0.717277487	0.78807947	-0.329577465	0.391304348	-1.009569378	0.215116279	-1.507163324	0.057142857	-1.515283843	1.882037534
O75027	1.518181818	-0.283018868	0.590163934	4.744721689	2.060728745	-0.875502008	-1.613924051	-0.495440729	0.038961039	0.015238095	-0.573938507	-0.260869565	-1.674796748	-1.669291339	2.710769231	0.425531915	-0.188118812	1.866807611	-1.54245283	-1.612403101	0.763948498	1.666666667	-0.523809524	0.97983871	4.756198347	-0.563786008	-0.099009901	-1.715867159	1.435684647	-0.038888889	-1.035897436	2.614814815	-0.185294118	1.831649832	1.086330935	1.450892857	1.252212389	0.668965517	3.653846154	-0.932735426	0.309012876	2.663551402	-1.164420485	-1.392	0.248587571	-1.033333333	-1.391509434	-1.756097561	-1.247474747	-0.493506494	-2.089385475	0.149443561	-2.120967742	0.428015564	-2.617647059	-2.755474453	-1.363247863	-0.846715328	1.728506787	2.624390244	-0.304568528	-1.061611374	0.934328358	0.900943396	0.754807692	1.267759563	-0.012820513	-0.614334471	-2.549019608	-0.510714286	2	0.197530864	-0.18018018	1.041666667	-0.034920635	3.585106383	-2.614107884	-1.366666667	0.715953307	-0.666666667	1.841085271	0.369636964	0.057591623	0.821192053	-0.977464789	-1.117056856	1.758373206	-0.593023256	-0.742120344	0.057142857	4.122270742	-0.648793566
Q9NUT2	-2.213636364	0.833962264	0.487704918	3.500959693	-0.425101215	-0.02811245	-2.091772152	-0.911854103	-2.451298701	-1.352380952	-1.095168375	-1.034161491	-0.723577236	-0.710629921	-0.28	2.863829787	-0.757425743	1.097251586	0.254716981	0.798449612	-1.201716738	-0.114427861	-1.197278912	1.971774194	4.024793388	0.209876543	0.435643564	-0.464944649	-1.485477178	0.361111111	0.456410256	2.374074074	0.473529412	2.865319865	-1.974820144	-1.058035714	-0.424778761	1.762068966	0.322115385	-2.408071749	-0.433476395	1.58411215	-2.39083558	-1.56	-1.804143126	-1.5	1.004716981	0.946341463	0.199494949	-0.103896104	-1.418994413	-0.295707472	-0.370967742	-1.151750973	-2.0625	-1.773722628	-0.192307692	-1.737226277	-1.588235294	-0.126829268	0.421319797	-0.218009479	-0.465671642	0.268867925	-1.682692308	-3.005464481	-0.426282051	-1.66552901	0.274509804	-1.978571429	1.089473684	1.12962963	0.585585586	0.083333333	-0.517460317	0.521276596	0.203319502	-0.99047619	0.645914397	-2.140562249	-2.585271318	0.455445545	-0.151832461	1.768211921	-0.507042254	-0.183946488	0.626794258	-1.287790698	-0.183381089	0.995238095	0.349344978	-0.898123324
Q9NP78	NA	2.090566038	1.897540984	NA	NA	-3.128514056	NA	NA	-1.665584416	-3.542857143	NA	-1.810559006	2.052845528	-0.391732283	-1.596923077	NA	0.168316832	1.427061311	NA	1.670542636	-0.201716738	-1.756218905	-1.265306122	-0.116935484	0.227272727	2.234567901	-1.846534653	5.284132841	-1.850622407	3.305555556	4.246153846	0.237037037	NA	2.515151515	-0.345323741	-2.026785714	2.362831858	0.548275862	-2.1875	-0.134529148	0.321888412	0.182242991	-1.401617251	-3.152	-0.018832392	-1.9	-0.551886792	0.512195122	-0.79040404	-1.318181818	-0.787709497	-3.023847377	1.108870968	-1.879377432	0.768382353	-0.875912409	NA	-2.02189781	-1.705882353	-0.8	-0.502538071	1.222748815	0.128358209	1.004716981	-1.788461538	-0.568306011	0.221153846	-0.071672355	-0.764705882	0.321428571	0.178947368	3.771604938	NA	NA	NA	-0.058510638	NA	1.180952381	-0.159533074	0.847389558	-0.34496124	NA	NA	1.473509934	NA	4.230769231	-0.727272727	0.072674419	-0.260744986	1.595238095	1.227074236	-0.884718499
P33527	4.5	1.18490566	0.590163934	2.245681382	-2.538461538	-1.445783133	0.550632911	0.468085106	-0.688311688	2.32	-2.363103953	0.239130435	2.910569106	-0.787401575	-1.670769231	-2.255319149	0.118811881	-0.32346723	-0.636792453	-1.57751938	-0.300429185	0.114427861	-1.12585034	-0.25	2.58677686	-0.176954733	-2.900990099	0.531365314	-2.954356846	-2.166666667	-0.835897436	0.948148148	-0.355882353	0.737373737	3.09352518	0.026785714	2.703539823	-1.262068966	1.096153846	1.995515695	1.201716738	2.322429907	-0.026954178	-0.828	-0.538606403	-0.6625	0.976415094	-0.614634146	-0.931818182	0.62987013	-1.726256983	4.190779014	1.629032258	-2.451361868	0.908088235	1.718978102	0.773504274	-1.080291971	2.040723982	0.063414634	-0.685279188	0.853080569	0.767164179	-0.382075472	-0.399038462	-1.316939891	2.211538462	-1.447098976	1.647058824	1.871428571	-3.242105263	-1.592592593	-2	0.069444444	-0.241269841	-0.468085106	1.917012448	-2.176190476	0.498054475	1.614457831	0.065891473	-0.214521452	1.403141361	-0.556291391	0.591549296	1.240802676	3.26076555	3.89244186	-1.848137536	-1.138095238	-0.947598253	0.943699732
O15438	1.045454545	-0.943396226	0.401639344	0.406909789	-3.012145749	2.534136546	-0.889240506	6.939209726	-2.152597403	0.628571429	0.415812592	2.906832298	3.284552846	-1.734251969	-0.698461538	-2.846808511	2.277227723	-2.276955603	-0.966981132	-2.414728682	2.150214592	-0.666666667	-0.891156463	-1.600806452	3.099173554	0.917695473	-2.465346535	-0.79704797	-3.647302905	-2.55	0.625641026	-2.518518519	0.802941176	3.535353535	2.104316547	-2.205357143	2.778761062	2.255172414	0.033653846	4.076233184	8.493562232	5.345794393	-1.959568733	-1.016	2.451977401	0.333333333	1.377358491	7.156097561	-2.446969697	8.954545455	0.354748603	0.171701113	4.580645161	3.089494163	0.731617647	5.448905109	8.183760684	-0.171532847	6.678733032	-0.224390244	-3.791878173	-0.853080569	4.6	-0.872641509	5.134615385	-5.191256831	3.125	-0.37883959	0.91372549	4.675	-1.568421053	-1.944444444	2.162162162	0.925925926	-1.326984127	-0.611702128	0.821576763	-2.404761905	-0.054474708	1.445783133	5.019379845	1.640264026	2.523560209	-0.966887417	-0.687323944	-0.595317726	0.968899522	-1.026162791	-1.76504298	0.89047619	4.388646288	-2.536193029
O15439	0.418181818	1.901886792	0.131147541	-0.307101727	0.546558704	-0.13253012	-0.237341772	0.674772036	1.327922078	0.08	-1.118594436	-0.565217391	0.154471545	-1.458661417	-1.236923077	0.263829787	-0.797029703	-0.881606765	-1.462264151	-0.170542636	0.643776824	3.388059701	-2.112244898	0.306451613	0.508264463	1.279835391	0.089108911	0.58302583	0.89626556	-0.744444444	2.81025641	0.425925926	0.408823529	1.915824916	-0.514388489	-1.040178571	3.172566372	2.8	-0.341346154	-0.569506726	1.137339056	0.85046729	-1.566037736	-0.392	0.65913371	-2.295833333	0.202830189	1.092682927	0.444444444	-1.168831169	-0.972067039	0.779014308	0.221774194	-0.225680934	0.433823529	1.094890511	-1.282051282	0.802919708	1.176470588	-1.365853659	-1.944162437	0.132701422	-1.465671642	2.886792453	0.552884615	3.928961749	1.641025641	-1.252559727	0.901960784	0.264285714	0.278947368	0.555555556	0.774774775	2.472222222	-1.203174603	-0.329787234	-0.377593361	-0.914285714	-0.027237354	-0.393574297	0.906976744	0.567656766	-1.397905759	1.11589404	-0.171830986	-0.602006689	0.04784689	-1.052325581	-0.111747851	1.004761905	0.218340611	-2.101876676
P33897	1	-1.61509434	-1.290983607	-1.83109405	-1.267206478	-1.104417671	-1.515822785	2.705167173	-0.175324675	2.460952381	-1.279648609	3.701863354	0.68699187	-1.220472441	0.267692308	0.489361702	0.232673267	-0.822410148	-2.004716981	-2.825581395	1.0472103	-0.965174129	-0.496598639	1.600806452	0.623966942	0.333333333	-1.871287129	0.542435424	-1.838174274	-0.594444444	1.738461538	0.044444444	-1.029411765	0.306397306	2.039568345	-0.848214286	2.938053097	0.927586207	1.721153846	1.242152466	1.515021459	0.471962617	0.97574124	-0.428	0.286252354	-1.4375	3.377358491	1.970731707	-0.108585859	-1.318181818	0.413407821	-0.441971383	1.802419355	1.727626459	0.191176471	1.018248175	0.482905983	0.310218978	1.656108597	2.546341463	-1.700507614	4.383886256	3.417910448	1.528301887	0.274038462	-1.010928962	0.157051282	-1.484641638	-0.725490196	4.342857143	-0.626315789	1.827160494	-1.09009009	2.435185185	-1.412698413	1.39893617	-1.435684647	-0.614285714	-0.898832685	-0.767068273	3.542635659	0.660066007	3.023560209	0.937086093	1.63943662	0.27090301	3.349282297	1.002906977	-0.928366762	-0.7	0.6069869	-0.493297587
Q9UBJ2	-1.768181818	0.101886792	1.12295082	-0.222648752	4.384615385	1.915662651	-2.848101266	1.638297872	0.652597403	-2.358095238	0.319180088	-1.897515528	0.032520325	-0.700787402	1.689230769	2.412765957	-1.381188119	-0.175475687	-2.287735849	1.934108527	2.343347639	-3.149253731	-2.795918367	3.637096774	4.082644628	2.074074074	5.212871287	-1.228782288	-0.970954357	2.322222222	0.364102564	0.985185185	1.091176471	4.202020202	-3.931654676	-1.263392857	-0.084070796	3.931034483	-1.596153846	-3.659192825	1.974248927	-2.906542056	-2.552560647	-1.844	4.312617702	-3.016666667	-1.613207547	1.32195122	-0.022727273	-2.12987013	-0.578212291	-2.581875994	0.794354839	2.408560311	0.147058824	-1.452554745	-3.068376068	2.240875912	-0.312217195	-0.317073171	0.101522843	-0.644549763	2.665671642	1.872641509	0.942307692	5.797814208	-0.875	1.996587031	-0.015686275	-2.167857143	1.042105263	-0.50617284	0.243243243	-0.856481481	0.40952381	-0.010638298	1.493775934	-0.738095238	0.774319066	-0.951807229	-2.007751938	0.96369637	-0.209424084	1.400662252	0.490140845	-0.568561873	-2.449760766	-0.494186047	1.404011461	2.480952381	2.829694323	-2.308310992
P28288	-0.622727273	2.464150943	-1.151639344	1.700575816	0.615384615	-1.24497992	-3.405063291	0.872340426	0.831168831	-1.253333333	-0.653001464	-1.791925466	0.349593496	-0.525590551	-0.372307692	4.021276596	0	-1.465116279	0.773584906	-1.782945736	0.206008584	-1.278606965	-0.088435374	3.314516129	-0.202479339	1.329218107	0.955445545	-1.78597786	3.041493776	-0.138888889	1.066666667	-0.251851852	1.314705882	2.966329966	2.035971223	-0.607142857	1.694690265	3.079310345	-0.125	-1.273542601	1.78111588	2.355140187	-1.016172507	0.688	1.612052731	0.291666667	0.514150943	0.76097561	0.696969697	-0.331168831	-1.441340782	1.271860095	2.036290323	1.891050584	-2.169117647	-0.083941606	0.188034188	-0.781021898	2	-0.224390244	1.710659898	2.843601896	-0.689552239	2.589622642	-1.269230769	3.087431694	-1.294871795	0.870307167	-2.784313725	-1.914285714	3.284210526	1.327160494	2.657657658	2.708333333	-0.26031746	1.680851064	0.821576763	-1.885714286	-1.902723735	-2.489959839	1.612403101	-0.97689769	-0.104712042	0.182119205	-1.109859155	-1.280936455	1.392344498	-0.738372093	0.624641834	1.061904762	1.834061135	1.230563003
O14678	0.477272727	-0.501886792	-0.778688525	1.090211132	0.607287449	0.670682731	-0.325949367	-0.05775076	-1.704545455	0.563809524	0.673499268	-0.98447205	-0.837398374	-0.840551181	0.873846154	1.710638298	-1.326732673	-0.33615222	0.646226415	-1.817829457	1.167381974	-1.014925373	0.520408163	0.830645161	2.979338843	-0.613168724	-0.103960396	-1.177121771	-1.842323651	0.15	-1.384615385	0.574074074	0.579411765	-0.232323232	-1.017985612	0.790178571	-1.092920354	0.134482759	0.158653846	0.820627803	2.030042918	-1.864485981	-0.684636119	0.208	-0.293785311	0.9625	-1.490566038	1.341463415	0.656565657	1.103896104	-0.379888268	1.348171701	2.939516129	3.509727626	-0.463235294	2.686131387	0.893162393	-0.080291971	0.357466063	2.248780488	-1.274111675	0.44549763	-1.432835821	-1.806603774	-0.4375	-0.726775956	0.913461538	0.849829352	3.015686275	1.842857143	-0.131578947	-0.981481481	2.545045045	-3.092592593	-2.193650794	0.494680851	-0.012448133	0.185714286	0.607003891	0.096385542	3.046511628	-0.343234323	-2.319371728	0.71192053	1.253521127	-0.177257525	0.138755981	0.930232558	0.616045845	-0.89047619	-2.694323144	-0.026809651
P61221	-0.663636364	-0.343396226	-1.151639344	0.122840691	-0.125506073	0.269076305	0.490506329	0.455927052	0.983766234	0.76952381	1.033674963	-0.161490683	-0.036585366	-0.289370079	0.947692308	-0.063829787	0.46039604	-0.171247357	0.45754717	-0.240310078	-0.420600858	0.766169154	1.071428571	-0.975806452	0.446280992	-0.465020576	-0.396039604	-0.405904059	0.34439834	-0.361111111	-0.923076923	0.085185185	0.894117647	-0.437710438	0.557553957	1.71875	0.088495575	-0.217241379	0.519230769	0.201793722	0.128755365	1.901869159	0.045822102	0.32	-0.711864407	1.179166667	0.443396226	0.297560976	0.133838384	0.675324675	0.156424581	1.19554849	-1.225806452	0.754863813	0.025735294	0.602189781	0.465811966	0.215328467	0.122171946	-0.068292683	0.85786802	0.725118483	0.898507463	-0.094339623	0.091346154	-0.355191257	-0.573717949	-0.549488055	0.964705882	-0.010714286	0.589473684	-0.092592593	1.162162162	0.578703704	-0.93015873	0.420212766	1.012448133	0.10952381	0.140077821	-0.895582329	0.046511628	0.201320132	-1.222513089	-0.69205298	-0.529577465	-0.892976589	0.045454545	0.465116279	0.601719198	-0.980952381	-1.15720524	0.313672922
Q8NE71	0.736363636	-0.026415094	0	-1.746641075	0.145748988	0.53815261	-0.079113924	1.282674772	-0.558441558	1.782857143	1.926793558	0.714285714	0.329268293	0.627952756	1.941538462	0.306382979	0.391089109	-0.501057082	-0.405660377	-0.879844961	0.515021459	1.154228856	1.554421769	-0.97983871	0.611570248	-1.95473251	-0.034653465	-1.254612546	1.493775934	-0.894444444	0.056410256	0.02962963	1.076470588	-1.787878788	1.165467626	0.745535714	0.07079646	-1.275862069	0.25	-0.408071749	-1.309012876	1.929906542	0.350404313	0.664	-0.399246704	1.4	1.070754717	-0.458536585	1.366161616	0.292207792	-0.131284916	2.311605723	-1.125	2.027237354	-0.805147059	0.518248175	0.709401709	0.777372263	0.153846154	0.882926829	0.78680203	0.483412322	1.08358209	-0.169811321	-1.456730769	-1.092896175	0.743589744	-0.296928328	-0.129411765	-0.064285714	2.489473684	0.271604938	1.558558559	1.583333333	-1.241269841	0.856382979	-1.67219917	-0.280952381	1.684824903	-0.887550201	0.837209302	-0.947194719	0.164921466	-0.496688742	-1.205633803	-1.010033445	2.031100478	0.084302326	0.94269341	-0.523809524	-0.829694323	0.815013405
Q9UG63	-3.172727273	1.290566038	-1.258196721	-0.45681382	0.67611336	2.036144578	-0.626582278	1.325227964	0.159090909	1.272380952	2.401171303	0.375776398	0.634146341	-0.114173228	-0.28	0.259574468	-0.064356436	-0.255813953	0.438679245	-0.627906977	0.772532189	1.60199005	1.738095238	0.52016129	1.421487603	-0.193415638	0.816831683	-1.273062731	-0.87966805	-0.261111111	-0.6	0.225925926	1.423529412	1.090909091	-0.514388489	1.111607143	-0.017699115	0.279310345	1.923076923	1.964125561	-0.309012876	0.640186916	-0.60916442	1.372	-0.064030132	1.066666667	2.259433962	0.492682927	1.517676768	1.253246753	-0.516759777	2.887122417	-1.959677419	1.229571984	0.040441176	0.715328467	2.512820513	1.244525547	0.819004525	1.234146341	0.959390863	1.241706161	1.659701493	0.122641509	-1.990384615	-1.950819672	1.644230769	-1.078498294	0.117647059	-0.307142857	-0.389473684	-1.37654321	3.247747748	1.810185185	-0.171428571	1.494680851	-0.045643154	-0.152380952	6.591439689	-1.991967871	2.205426357	-0.881188119	-0.04973822	-0.642384106	-0.836619718	-1.16722408	0.863636364	0.514534884	1.492836676	-1.166666667	-1.004366812	-0.128686327
Q9NUQ8	0.981818182	1.449056604	-1.204918033	-0.986564299	-0.680161943	0.337349398	-0.183544304	0.683890578	0.136363636	0	1.402635432	0.99378882	-0.191056911	-0.68503937	-0.243076923	-0.093617021	-0.673267327	-1.114164905	0.400943396	-0.736434109	1.420600858	0.134328358	0.088435374	0.524193548	0.049586777	-0.271604938	0.47029703	-1.136531365	0.485477178	0.155555556	0.333333333	-1.318518519	0.238235294	0.272727273	0.607913669	1.366071429	-0.022123894	0.15862069	-0.129807692	-0.403587444	0.811158798	0.252336449	-0.221024259	-0.64	-0.222222222	0.308333333	1.066037736	0.941463415	-0.492424242	-0.168831169	0.430167598	0.365659777	0.975806452	0.926070039	-0.8125	1.167883212	0.696581197	0.288321168	0.923076923	0.453658537	-1.263959391	1.289099526	1.495522388	1.174528302	0.149038462	0.081967213	0.416666667	0.006825939	0.882352941	-0.114285714	0.115789474	-0.635802469	0.792792793	1.273148148	-0.384126984	-0.20212766	0.398340249	-0.714285714	0.591439689	-0.831325301	-0.918604651	-0.795379538	-0.062827225	1.864238411	-0.847887324	-1.498327759	-0.519138756	0.078488372	0.776504298	-1.723809524	-0.668122271	-0.474530831
P45844	0.827272727	-4.826415094	0.483606557	-1.13243762	-1.87854251	-2.75502008	-1.753164557	1.133738602	-2.944805195	-1.554285714	-2.489019034	1.133540373	2.304878049	0.399606299	-3.569230769	-1.276595745	0.910891089	-0.205073996	-3.533018868	-1.92248062	-1.193133047	1.76119403	-1.153061224	1.338709677	-3.08677686	0.934156379	-1.094059406	-0.022140221	-0.033195021	2.222222222	-1.282051282	-0.62962963	-3.279411765	0.794612795	1.464028777	-1.272321429	2.159292035	0.893103448	-5.822115385	-1.219730942	2.296137339	-0.794392523	0.005390836	-2.772	-1.352165725	2.304166667	0.683962264	-1.365853659	-2.565656566	-0.084415584	0.231843575	-2.556438792	-2.108870968	-0.322957198	1.290441176	-0.912408759	0.153846154	-2.248175182	-1.171945701	-0.590243902	0.258883249	1.720379147	2.029850746	-1.287735849	2.086538462	-1.715846995	-2.179487179	1.931740614	-0.878431373	3.9	-3.173684211	0.777777778	-2.22972973	2.351851852	-1.650793651	-2.303191489	-3.580912863	0.723809524	-0.494163424	0.899598394	-2.546511628	0.940594059	0.041884817	4.006622517	2.261971831	1.608695652	0.578947368	-0.875	-2.47277937	1.571428571	-1.301310044	-1.324396783
